,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT
10177,12,3,2,AA,N104NN,SFO,-7,399,2586,630,623,849,35,25,67,NW,16,0,29.52,Mostly Cloudy,19,25,25
10181,12,3,2,B6,N977JE,SFO,-7,393,2586,660,653,873,34,23,64,NW,20,28,29.51,Partly Cloudy,19,25,38
10229,12,2,1,DL,N709TW,SFO,1199,412,2586,1135,894,1367,37,23,57,NW,24,32,29.54,Partly Cloudy / Windy,27,39,22
10238,12,3,2,B6,N988JT,SFO,-1,404,2586,930,929,1154,37,23,57,NW,24,32,29.54,Partly Cloudy / Windy,31,34,26
10247,12,3,2,DL,N718TW,SFO,-3,417,2586,961,958,1198,35,24,64,NW,17,28,29.56,Partly Cloudy,31,34,17
10252,12,3,2,AA,N110AN,SFO,0,407,2586,975,975,1202,35,24,64,NW,17,28,29.56,Partly Cloudy,33,32,25
10261,12,3,2,AS,N285AK,SFO,-8,410,2586,995,987,1225,35,24,64,NW,17,28,29.56,Partly Cloudy,33,32,30
10276,12,3,2,DL,N705TW,SFO,19,411,2586,1025,1044,1256,35,23,61,NW,17,0,29.58,Partly Cloudy,30,30,38
10280,12,3,2,AA,N117AN,SFO,-7,403,2586,1079,1072,1302,34,22,61,NW,20,26,29.58,Fair,30,30,31
10306,12,3,2,B6,N961JT,SFO,-4,409,2586,1180,1176,1409,34,21,59,NW,17,23,29.59,Partly Cloudy,43,33,20
10336,12,3,2,DL,N706TW,SFO,78,424,2586,1180,1258,1424,33,21,61,WNW,16,0,29.59,Partly Cloudy,27,42,29
10351,12,3,2,B6,N947JB,SFO,-2,390,2586,1309,1307,79,33,21,61,WNW,16,0,29.59,Partly Cloudy,27,30,33
10352,12,3,2,AA,N107NN,SFO,39,405,2586,1270,1309,55,33,21,61,WNW,16,0,29.59,Partly Cloudy,27,30,24
10398,12,4,3,AA,N109NN,SFO,-7,402,2586,420,413,642,36,30,79,W,12,0,29.6,Cloudy,19,16,20
10399,12,4,3,AS,N265AK,SFO,-3,407,2586,420,417,647,36,30,79,W,12,0,29.6,Cloudy,19,16,20
10407,12,4,3,B6,N984JB,SFO,10,393,2586,428,438,641,36,30,79,W,12,0,29.6,Cloudy,36,30,21
10412,12,4,3,DL,N1603,SFO,43,409,2586,420,463,649,36,30,79,W,12,0,29.6,Cloudy,36,30,15
10439,12,4,3,DL,N704X,SFO,0,422,2586,490,490,732,37,30,76,W,15,0,29.6,Cloudy,50,20,31
10464,12,4,3,B6,N969JT,SFO,-11,397,2586,560,549,777,37,31,79,W,12,0,29.59,Cloudy,31,17,21
10478,12,4,3,DL,N713TW,SFO,23,416,2586,580,603,816,39,33,79,W,13,0,29.58,Mostly Cloudy,15,23,19
10485,12,4,3,B6,N982JB,SFO,-6,393,2586,660,654,873,39,32,76,W,14,0,29.56,Cloudy,15,23,16
10492,12,4,3,AS,N282AK,SFO,-7,407,2586,690,683,917,39,32,76,W,14,0,29.55,Cloudy,30,19,21
10495,12,4,3,DL,N712TW,SFO,3,412,2586,685,688,917,39,32,76,W,14,0,29.55,Cloudy,30,19,21
10497,12,4,3,AA,N103NN,SFO,30,400,2586,660,690,880,39,32,76,W,14,0,29.55,Cloudy,30,19,28
10565,12,4,3,B6,N976JT,SFO,-1,404,2586,930,929,1154,39,32,76,W,12,0,29.52,Cloudy,30,33,29
10573,12,4,3,DL,N706TW,SFO,4,417,2586,955,959,1192,39,32,76,W,12,0,29.53,Cloudy,30,33,29
10578,12,4,3,AA,N115NN,SFO,-3,408,2586,980,977,1208,39,32,76,W,12,0,29.53,Cloudy,30,31,24
10584,12,4,3,AS,N294AK,SFO,-9,410,2586,995,986,1225,39,32,76,W,12,0,29.53,Cloudy,30,31,28
10603,12,4,3,DL,N722TW,SFO,12,411,2586,1025,1037,1256,39,32,76,WSW,12,0,29.53,Mostly Cloudy,29,31,16
10611,12,4,3,AA,N112AN,SFO,-6,404,2586,1065,1059,1289,39,32,76,WSW,12,0,29.53,Mostly Cloudy,29,31,28
10644,12,4,3,B6,N943JT,SFO,-7,409,2586,1180,1173,1409,39,33,79,W,15,0,29.55,Cloudy,41,29,13
10667,12,4,3,DL,N718TW,SFO,89,424,2586,1165,1254,1409,39,34,82,WSW,14,0,29.55,Light Rain,27,43,22
10672,12,4,3,AA,N109NN,SFO,-5,406,2586,1275,1270,61,39,34,82,WSW,14,0,29.55,Light Rain,25,29,23
10682,12,4,3,B6,N985JT,SFO,-4,390,2586,1309,1305,79,39,34,82,WSW,14,0,29.55,Light Rain,25,29,20
10725,12,5,4,AS,N413AS,SFO,-8,407,2586,420,412,647,38,33,83,W,12,0,29.71,Partly Cloudy,20,18,28
10728,12,5,4,AA,N103NN,SFO,-4,402,2586,420,416,642,38,33,83,W,12,0,29.71,Partly Cloudy,20,18,20
10732,12,5,4,B6,N944JT,SFO,-7,393,2586,428,421,641,38,33,83,W,12,0,29.71,Partly Cloudy,39,34,21
10733,12,5,4,DL,N712TW,SFO,1,409,2586,420,421,649,38,33,83,W,12,0,29.71,Partly Cloudy,39,34,24
10768,12,5,4,DL,N705TW,SFO,-2,422,2586,490,488,732,41,32,70,W,12,0,29.73,Mostly Cloudy,51,20,20
10793,12,5,4,B6,N989JT,SFO,0,397,2586,560,560,777,42,32,67,W,15,0,29.76,Mostly Cloudy,32,20,26
10796,12,5,4,AS,N278AK,SFO,-1,407,2586,570,569,797,42,32,67,W,15,0,29.76,Mostly Cloudy,32,20,31
10801,12,5,4,DL,N704X,SFO,4,416,2586,580,584,816,42,32,67,W,15,0,29.76,Mostly Cloudy,32,20,27
10815,12,5,4,B6,N990JL,SFO,-5,393,2586,660,655,873,44,23,43,WNW,25,35,29.79,Mostly Cloudy / Windy,20,22,17
10822,12,5,4,AA,N105NN,SFO,16,400,2586,660,676,880,44,23,43,WNW,25,35,29.79,Mostly Cloudy / Windy,30,21,19
10826,12,5,4,DL,N703TW,SFO,0,412,2586,685,685,917,44,23,43,WNW,25,35,29.79,Mostly Cloudy / Windy,30,21,18
10837,12,5,4,AS,N265AK,SFO,11,407,2586,690,701,917,44,23,43,WNW,25,35,29.79,Mostly Cloudy / Windy,30,21,39
10899,12,5,4,B6,N992JB,SFO,18,404,2586,930,948,1154,41,25,53,WNW,24,31,29.87,Mostly Cloudy / Windy,31,36,23
10907,12,5,4,DL,N721TW,SFO,5,417,2586,955,960,1192,40,25,55,WNW,25,33,29.91,Mostly Cloudy / Windy,30,31,26
10916,12,5,4,AA,N102NN,SFO,-4,408,2586,980,976,1208,40,25,55,WNW,25,33,29.91,Mostly Cloudy / Windy,30,31,38
10958,12,5,4,B6,N978JB,SFO,10,390,2586,1309,1319,79,39,23,53,WNW,16,0,30.06,Mostly Cloudy,29,32,27
10996,12,6,5,AS,N472AS,SFO,-13,407,2586,420,407,647,36,25,64,WSW,9,0,30.14,Cloudy,19,20,26
10998,12,6,5,AA,N104NN,SFO,-7,402,2586,420,413,642,36,26,67,WSW,8,0,30.15,Mostly Cloudy,19,20,21
11001,12,6,5,DL,N707TW,SFO,-6,409,2586,420,414,649,36,26,67,WSW,8,0,30.15,Mostly Cloudy,19,20,18
11007,12,6,5,B6,N983JT,SFO,-4,393,2586,428,424,641,36,26,67,WSW,8,0,30.15,Mostly Cloudy,38,33,20
11041,12,6,5,DL,N722TW,SFO,-5,422,2586,490,485,732,40,28,63,SW,12,0,30.15,Mostly Cloudy,52,20,25
11068,12,6,5,B6,N947JB,SFO,-5,397,2586,560,555,777,41,30,65,SW,10,0,30.13,Cloudy,32,19,26
11072,12,6,5,AS,N457AS,SFO,-8,407,2586,570,562,797,41,30,65,SW,10,0,30.13,Cloudy,32,19,23
11075,12,6,5,DL,N704X,SFO,-6,416,2586,580,574,816,41,30,65,SW,10,0,30.13,Cloudy,32,19,15
11092,12,6,5,AA,N111ZM,SFO,-7,400,2586,660,653,880,45,30,57,SSW,14,0,30.04,Mostly Cloudy,18,21,19
11095,12,6,5,B6,N937JB,SFO,0,393,2586,660,660,873,45,30,57,SSW,14,0,30.04,Mostly Cloudy,30,21,13
11103,12,6,5,DL,N702TW,SFO,-4,412,2586,685,681,917,45,30,57,SSW,14,0,30.04,Mostly Cloudy,30,21,17
11168,12,6,5,B6,N967JT,SFO,-7,404,2586,930,923,1154,48,33,56,SW,20,0,29.96,Light Rain,28,34,14
11182,12,6,5,DL,N709TW,SFO,-9,417,2586,961,952,1198,47,35,63,SSW,17,0,29.94,Mostly Cloudy,28,34,29
11269,12,6,5,DL,N706TW,SFO,192,411,2586,1025,1217,1256,49,34,56,W,17,25,30.01,Cloudy,28,41,35
11281,12,6,5,AA,N107NN,SFO,208,404,2586,1065,1273,1289,45,30,56,NW,26,35,30.05,Mostly Cloudy / Windy,28,29,30
11288,12,6,5,AA,N116AN,SFO,308,408,2586,980,1288,1208,45,30,56,NW,26,35,30.05,Mostly Cloudy / Windy,28,29,25
11291,12,6,5,B6,N979JT,SFO,-7,390,2586,1309,1302,79,45,30,56,NW,26,35,30.05,Mostly Cloudy / Windy,28,29,21
11292,12,6,5,DL,N712TW,SFO,127,424,2586,1180,1307,1424,45,30,56,NW,26,35,30.05,Mostly Cloudy / Windy,28,29,18
11296,12,6,5,AA,N117AN,SFO,39,406,2586,1275,1314,61,42,24,49,NW,16,28,30.09,Fair,28,29,29
11297,12,6,5,B6,N945JT,SFO,134,409,2586,1180,1314,1409,42,24,49,NW,16,28,30.09,Fair,28,29,19
11335,12,7,6,AS,N548AS,SFO,-2,407,2586,420,418,647,33,20,59,NW,17,26,30.34,Mostly Cloudy,19,20,19
11338,12,7,6,AA,N110AN,SFO,-1,402,2586,420,419,642,33,20,59,NW,17,26,30.34,Mostly Cloudy,19,20,22
11373,12,7,6,DL,N710TW,SFO,0,419,2586,490,490,729,34,20,56,NW,16,23,30.35,Mostly Cloudy,44,15,23
11391,12,7,6,B6,N991JT,SFO,-5,397,2586,560,555,777,35,19,52,NNW,18,0,30.37,Mostly Cloudy,35,16,20
11395,12,7,6,AS,N214AK,SFO,-8,407,2586,570,562,797,35,19,52,NNW,18,0,30.37,Mostly Cloudy,35,16,34
11417,12,7,6,DL,N709TW,SFO,-4,410,2586,685,681,915,39,18,43,WNW,16,0,30.36,Partly Cloudy,26,21,36
11421,12,7,6,AS,N215AK,SFO,-7,407,2586,690,683,917,39,18,43,WNW,16,0,30.36,Partly Cloudy,26,21,32
11441,12,7,6,AA,N113AN,SFO,100,400,2586,660,760,880,39,16,39,WNW,14,0,30.36,Partly Cloudy,23,19,14
11516,12,7,6,AS,N248AK,SFO,52,410,2586,995,1047,1225,35,16,46,NW,12,0,30.43,Fair,23,30,24
11517,12,7,6,DL,N712TW,SFO,89,413,2586,961,1050,1194,35,16,46,NW,12,0,30.43,Fair,23,30,31
11548,12,7,6,AA,N104NN,SFO,181,408,2586,980,1161,1208,33,16,50,NNW,15,28,30.47,Fair,41,29,15
11549,12,7,6,DL,N703TW,SFO,-2,419,2586,1165,1163,1404,33,16,50,NNW,15,28,30.47,Fair,41,29,16
11557,12,7,6,B6,N934JB,SFO,-8,409,2586,1180,1172,1409,33,16,50,NNW,15,28,30.47,Fair,41,29,16
11558,12,7,6,B6,N989JT,SFO,243,404,2586,930,1173,1154,33,16,50,NNW,15,28,30.47,Fair,41,29,17
11591,12,7,6,B6,N985JT,SFO,26,390,2586,1309,1335,79,31,15,52,N,10,0,30.49,Fair,20,27,16
11618,12,8,7,AS,N528AS,SFO,-7,407,2586,420,413,647,26,21,81,ENE,6,0,30.55,Partly Cloudy,20,20,21
11622,12,8,7,AA,N102NN,SFO,-3,402,2586,420,417,642,26,21,81,ENE,6,0,30.55,Partly Cloudy,20,20,20
11625,12,8,7,B6,N935JB,SFO,-7,393,2586,428,421,641,26,21,81,ENE,6,0,30.55,Partly Cloudy,37,34,35
11657,12,8,7,DL,N702TW,SFO,-1,422,2586,490,489,732,31,23,72,E,5,0,30.56,Mostly Cloudy,50,16,33
11677,12,8,7,AS,N551AS,SFO,-4,407,2586,570,566,797,34,23,64,E,9,0,30.55,Mostly Cloudy,32,19,35
11683,12,8,7,DL,N706TW,SFO,0,416,2586,580,580,816,34,23,64,E,9,0,30.55,Mostly Cloudy,32,19,27
11697,12,8,7,B6,N968JT,SFO,-5,393,2586,660,655,873,39,25,57,S,13,0,30.5,Mostly Cloudy,19,22,29
11700,12,8,7,AA,N103NN,SFO,0,400,2586,660,660,880,39,25,57,S,13,0,30.5,Mostly Cloudy,32,22,26
11707,12,8,7,AS,N277AK,SFO,-12,407,2586,690,678,917,39,25,57,S,13,0,30.5,Mostly Cloudy,32,22,22
11709,12,8,7,DL,N718TW,SFO,-3,412,2586,685,682,917,39,25,57,S,13,0,30.5,Mostly Cloudy,32,22,23
11782,12,8,7,B6,N947JB,SFO,1,404,2586,930,931,1154,41,31,67,S,16,0,30.45,Mostly Cloudy,29,37,30
11794,12,8,7,DL,N722TW,SFO,-3,417,2586,961,958,1198,41,32,70,S,14,0,30.43,Mostly Cloudy,29,37,31
11802,12,8,7,AA,N112AN,SFO,-4,408,2586,980,976,1208,41,32,70,S,14,0,30.43,Mostly Cloudy,32,32,21
11819,12,8,7,DL,N707TW,SFO,-2,411,2586,1025,1023,1256,38,32,79,SW,9,0,30.42,Mostly Cloudy,31,32,23
11827,12,8,7,AA,N101NN,SFO,-7,404,2586,1065,1058,1289,38,32,79,SW,9,0,30.42,Mostly Cloudy,31,32,13
11832,12,8,7,AS,N270AK,SFO,76,410,2586,995,1071,1225,38,34,86,SW,8,0,30.42,Mostly Cloudy,31,32,21
11881,12,8,7,B6,N929JB,SFO,1,412,2586,1200,1201,1432,38,34,86,SW,6,0,30.41,Mostly Cloudy,29,42,30
11897,12,8,7,AA,N102NN,SFO,-5,406,2586,1275,1270,61,37,35,93,CALM,0,0,30.39,Partly Cloudy,29,29,23
11907,12,8,7,B6,N969JT,SFO,-1,390,2586,1309,1308,79,37,35,93,CALM,0,0,30.39,Partly Cloudy,29,29,25
11948,12,9,1,AA,N104NN,SFO,0,402,2586,420,420,642,45,45,10,CALM,0,0,30.14,Light Rain,37,32,17
11950,12,9,1,B6,N980JT,SFO,-8,393,2586,428,420,641,45,45,10,CALM,0,0,30.14,Light Rain,37,32,15
11953,12,9,1,DL,N705TW,SFO,2,409,2586,420,422,649,45,45,10,CALM,0,0,30.14,Light Rain,37,32,21
11959,12,9,1,AS,N423AS,SFO,17,407,2586,420,437,647,46,46,10,ENE,3,0,30.12,Heavy Rain,37,32,32
11993,12,9,1,DL,N706TW,SFO,12,422,2586,490,502,732,52,52,10,S,20,28,30.09,Light Rain,52,20,35
12002,12,9,1,DL,N712TW,SFO,0,416,2586,580,580,816,54,54,10,S,22,0,30.05,Light Rain / Windy,34,19,40
12017,12,9,1,AA,N116AN,SFO,-5,400,2586,660,655,880,52,52,10,S,17,0,30.01,Fog,19,23,20
12019,12,9,1,B6,N943JT,SFO,-2,393,2586,660,658,873,52,52,10,S,17,0,30.01,Fog,19,23,15
12025,12,9,1,DL,N718TW,SFO,-4,412,2586,685,681,917,52,52,10,S,17,0,30.01,Fog,32,21,23
12027,12,9,1,AS,N523AS,SFO,-8,407,2586,690,682,917,52,52,10,S,17,0,30.01,Fog,32,21,28
12089,12,9,1,B6,N991JT,SFO,-1,404,2586,930,929,1154,51,51,10,ESE,6,0,29.9,Rain,30,34,13
12116,12,9,1,AS,N461AS,SFO,12,410,2586,995,1007,1225,51,51,10,S,12,0,29.88,Heavy Rain,31,33,39
12117,12,9,1,DL,N721TW,SFO,50,417,2586,961,1011,1198,51,51,10,S,12,0,29.88,Heavy Rain,31,33,12
12145,12,9,1,B6,N982JB,SFO,2,409,2586,1180,1182,1409,52,52,10,S,16,0,29.79,Heavy Rain,42,29,28
12164,12,9,1,AA,N104NN,SFO,-6,406,2586,1275,1269,61,52,52,10,SSW,20,0,29.78,Light Rain,26,28,27
12170,12,9,1,B6,N989JT,SFO,-4,390,2586,1309,1305,79,52,52,10,SSW,17,0,29.78,Light Rain,26,28,15
12216,12,10,2,AA,N102NN,SFO,-7,402,2586,420,413,642,52,52,10,SSW,7,0,29.79,Cloudy,20,20,23
12220,12,10,2,DL,N706TW,SFO,-4,409,2586,420,416,649,52,52,10,SSW,7,0,29.79,Cloudy,20,20,18
12227,12,10,2,B6,N977JE,SFO,10,393,2586,428,438,641,52,52,10,SSW,7,0,29.79,Cloudy,37,33,21
12229,12,10,2,AS,N237AK,SFO,21,407,2586,420,441,647,52,52,10,SSW,7,0,29.79,Cloudy,37,33,20
12267,12,10,2,DL,N707TW,SFO,-2,422,2586,490,488,732,52,52,10,SSW,5,0,29.81,Cloudy,50,17,32
12288,12,10,2,B6,N976JT,SFO,-4,397,2586,560,556,777,55,55,10,SW,7,0,29.83,Cloudy,29,19,16
12294,12,10,2,DL,N722TW,SFO,-7,416,2586,580,573,816,55,55,10,SW,7,0,29.83,Cloudy,29,19,15
12307,12,10,2,AA,N115NN,SFO,-8,400,2586,660,652,880,56,55,97,WSW,14,0,29.8,Cloudy,18,22,16
12310,12,10,2,B6,N981JT,SFO,-7,393,2586,660,653,873,56,55,97,WSW,14,0,29.8,Cloudy,18,22,13
12318,12,10,2,DL,N702TW,SFO,-6,412,2586,685,679,917,56,55,97,WSW,14,0,29.8,Cloudy,31,20,14
12323,12,10,2,AS,N287AK,SFO,-7,407,2586,690,683,917,56,55,97,WSW,14,0,29.8,Cloudy,31,20,21
12389,12,10,2,B6,N978JB,SFO,-2,404,2586,930,928,1154,54,54,10,SW,14,0,29.84,Cloudy,28,35,14
12400,12,10,2,DL,N703TW,SFO,-8,417,2586,961,953,1198,54,54,10,WSW,12,0,29.89,Light Rain,28,35,27
12409,12,10,2,AA,N103NN,SFO,-3,408,2586,980,977,1208,54,54,10,WSW,12,0,29.89,Light Rain,32,30,15
12415,12,10,2,AS,N533AS,SFO,-9,410,2586,995,986,1225,53,53,10,WSW,10,0,29.88,Light Rain,32,30,28
12427,12,10,2,DL,N709TW,SFO,0,411,2586,1025,1025,1256,54,54,10,W,10,0,29.9,Cloudy,30,30,20
12435,12,10,2,AA,N107NN,SFO,-4,404,2586,1065,1061,1289,54,54,10,WSW,8,0,29.9,Cloudy,30,30,19
12483,12,10,2,B6,N942JB,SFO,4,409,2586,1180,1184,1409,53,44,71,W,16,23,29.96,Cloudy,40,29,24
12484,12,10,2,DL,N721TW,SFO,6,424,2586,1180,1186,1424,53,44,71,W,16,23,29.96,Cloudy,40,29,26
12503,12,10,2,AA,N102NN,SFO,-6,406,2586,1275,1269,61,50,43,77,WNW,26,36,30.01,Light Rain / Windy,25,29,22
12514,12,10,2,B6,N962JT,SFO,-3,390,2586,1309,1306,79,50,43,77,WNW,26,36,30.01,Light Rain / Windy,25,29,21
12533,12,11,3,DL,N707TW,SFO,-6,409,2586,420,414,649,33,33,10,NNE,7,0,30.28,Light Snow,19,17,38
12548,12,11,3,AA,N109NN,SFO,-1,400,2586,660,659,880,34,30,85,N,6,0,30.27,Mostly Cloudy,17,23,32
12552,12,11,3,B6,N979JT,SFO,10,393,2586,660,670,873,34,30,85,N,6,0,30.27,Mostly Cloudy,30,20,30
12554,12,11,3,AS,N408AS,SFO,-8,407,2586,690,682,917,34,30,85,N,6,0,30.27,Mostly Cloudy,30,20,38
12631,12,11,3,AA,N102NN,SFO,-1,408,2586,980,979,1208,36,28,73,WSW,17,0,30.3,Partly Cloudy,30,32,39
12632,12,11,3,B6,N992JB,SFO,49,404,2586,930,979,1154,36,28,73,WSW,17,0,30.3,Partly Cloudy,30,32,34
12640,12,11,3,DL,N718TW,SFO,40,417,2586,955,995,1192,36,28,73,WSW,17,0,30.3,Partly Cloudy,30,32,26
12642,12,11,3,AS,N428AS,SFO,3,410,2586,995,998,1225,36,28,73,WSW,17,0,30.3,Partly Cloudy,30,32,14
12665,12,11,3,DL,N721TW,SFO,52,411,2586,1025,1077,1256,36,23,59,W,22,29,30.36,Fair / Windy,30,31,32
12668,12,11,3,AA,N113AN,SFO,26,404,2586,1065,1091,1289,36,23,59,W,22,29,30.36,Fair / Windy,36,35,38
12698,12,11,3,B6,N986JB,SFO,-4,409,2586,1180,1176,1409,36,20,52,W,17,0,30.38,Fair,42,29,23
12699,12,11,3,DL,N703TW,SFO,-3,424,2586,1180,1177,1424,36,20,52,W,17,0,30.38,Fair,42,29,17
12733,12,11,3,AA,N117AN,SFO,-3,406,2586,1275,1272,61,34,17,50,WNW,23,32,30.39,Fair / Windy,25,29,22
12737,12,11,3,B6,N983JT,SFO,-7,390,2586,1309,1302,79,34,17,50,WNW,23,32,30.39,Fair / Windy,25,29,14
12780,12,12,4,AS,N433AS,SFO,-13,407,2586,420,407,647,27,15,61,N,9,0,30.67,Fair,21,19,22
12783,12,12,4,DL,N710TW,SFO,-9,409,2586,420,411,649,27,13,56,NNW,20,0,30.71,Fair,21,19,14
12794,12,12,4,B6,N947JB,SFO,8,393,2586,428,436,641,27,13,56,NNW,20,0,30.71,Fair,39,35,15
12803,12,12,4,AA,N116AN,SFO,39,402,2586,420,459,642,27,13,56,NNW,20,0,30.71,Fair,39,35,15
12821,12,12,4,DL,N709TW,SFO,-7,422,2586,490,483,732,29,12,49,NNW,14,0,30.72,Fair,52,17,26
12842,12,12,4,B6,N984JB,SFO,-10,397,2586,560,550,777,31,11,43,NNW,14,0,30.73,Mostly Cloudy,31,21,23
12853,12,12,4,AS,N464AS,SFO,-4,407,2586,570,566,797,31,11,43,NNW,14,0,30.73,Mostly Cloudy,31,21,25
12855,12,12,4,DL,N722TW,SFO,-3,416,2586,580,577,816,31,11,43,NNW,14,0,30.73,Mostly Cloudy,31,21,33
12881,12,12,4,AA,N111ZM,SFO,17,400,2586,660,677,880,33,12,42,N,9,0,30.71,Mostly Cloudy,30,22,21
12885,12,12,4,DL,N706TW,SFO,-2,412,2586,685,683,917,33,12,42,N,9,0,30.71,Mostly Cloudy,30,22,34
12890,12,12,4,AS,N288AK,SFO,-1,407,2586,690,689,917,33,12,42,N,9,0,30.71,Mostly Cloudy,30,22,30
12900,12,12,4,B6,N943JT,SFO,67,393,2586,660,727,873,34,10,37,VAR,6,0,30.71,Partly Cloudy,22,26,18
12967,12,12,4,DL,N713TW,SFO,4,417,2586,955,959,1192,31,15,52,SE,6,0,30.7,Partly Cloudy,30,36,15
12973,12,12,4,B6,N991JT,SFO,53,404,2586,930,983,1154,31,15,52,SE,6,0,30.7,Partly Cloudy,30,32,18
12987,12,12,4,DL,N704X,SFO,-4,411,2586,1025,1021,1256,31,17,57,SSE,3,0,30.71,Mostly Cloudy,32,32,29
12988,12,12,4,AA,N110AN,SFO,41,408,2586,980,1021,1208,31,17,57,SSE,3,0,30.71,Mostly Cloudy,32,32,31
13002,12,12,4,AS,N296AK,SFO,59,410,2586,995,1054,1225,31,17,57,SSE,3,0,30.71,Mostly Cloudy,32,32,28
13024,12,12,4,AA,N115NN,SFO,73,404,2586,1065,1138,1289,30,18,61,ESE,3,0,30.69,Mostly Cloudy,39,36,16
13053,12,12,4,B6,N981JT,SFO,0,412,2586,1200,1200,1432,31,20,64,CALM,0,0,30.69,Mostly Cloudy,30,41,25
13071,12,12,4,AA,N116AN,SFO,-4,406,2586,1275,1271,61,32,23,69,S,6,0,30.68,Mostly Cloudy,30,30,23
13083,12,12,4,B6,N968JT,SFO,-1,390,2586,1309,1308,79,32,23,69,S,6,0,30.68,Mostly Cloudy,30,30,29
13124,12,13,5,AA,N111ZM,SFO,-6,402,2586,420,414,642,38,32,79,NNE,5,0,30.44,Cloudy,19,21,20
13127,12,13,5,DL,N710TW,SFO,-4,409,2586,420,416,649,38,32,79,NNE,5,0,30.44,Cloudy,19,21,12
13130,12,13,5,B6,N946JL,SFO,-7,393,2586,428,421,641,38,32,79,NNE,5,0,30.44,Cloudy,38,33,34
13160,12,13,5,DL,N706TW,SFO,-7,422,2586,490,483,732,40,35,83,E,3,0,30.42,Mostly Cloudy,52,19,29
13187,12,13,5,B6,N977JE,SFO,-9,397,2586,560,551,777,46,42,86,SE,9,0,30.4,Cloudy,32,19,20
13197,12,13,5,AS,N237AK,SFO,-1,407,2586,570,569,797,46,42,86,SE,9,0,30.4,Cloudy,32,19,20
13201,12,13,5,DL,N722TW,SFO,2,416,2586,580,582,816,46,42,86,SE,9,0,30.4,Cloudy,32,19,24
13217,12,13,5,AA,N101NN,SFO,-1,400,2586,660,659,880,50,48,93,ESE,9,0,30.32,Cloudy,18,22,21
13228,12,13,5,AS,N464AS,SFO,-8,407,2586,690,682,917,50,48,93,ESE,9,0,30.32,Cloudy,30,21,33
13236,12,13,5,DL,N704X,SFO,10,412,2586,685,695,917,50,48,93,ESE,9,0,30.32,Cloudy,30,21,28
13302,12,13,5,B6,N985JT,SFO,20,404,2586,930,950,1154,47,47,10,NNE,7,0,30.21,Rain,28,35,37
13311,12,13,5,DL,N703TW,SFO,16,417,2586,961,977,1198,48,48,10,N,8,0,30.18,Light Rain,32,32,28
13319,12,13,5,AA,N107NN,SFO,18,408,2586,980,998,1208,47,47,10,NE,6,0,30.17,Light Rain,32,32,26
13320,12,13,5,AS,N273AK,SFO,4,410,2586,995,999,1225,47,47,10,NE,6,0,30.17,Light Rain,32,32,28
13334,12,13,5,DL,N702TW,SFO,13,411,2586,1025,1038,1256,48,48,10,ENE,7,0,30.15,Light Rain,31,33,32
13357,12,13,5,AA,N112AN,SFO,46,404,2586,1065,1111,1289,51,51,10,ENE,8,0,30.12,Rain,40,35,26
13379,12,13,5,B6,N990JL,SFO,-3,409,2586,1180,1177,1409,51,51,10,NE,12,0,30.08,Rain,42,27,24
13380,12,13,5,DL,N713TW,SFO,0,424,2586,1180,1180,1424,51,51,10,NE,12,0,30.08,Rain,42,27,41
13412,12,13,5,AA,N111ZM,SFO,-7,406,2586,1275,1268,61,53,53,10,E,17,0,30.04,Rain,30,30,18
13420,12,13,5,B6,N988JT,SFO,-2,390,2586,1309,1307,79,53,53,10,E,16,0,30.03,Rain,30,30,21
13458,12,14,6,AA,N117AN,SFO,-8,402,2586,420,412,642,52,52,10,S,10,0,29.48,Light Rain,20,20,16
13475,12,14,6,AS,N283AK,SFO,35,407,2586,420,455,647,52,52,10,S,10,0,29.48,Light Rain,36,30,24
13491,12,14,6,DL,N721TW,SFO,-5,419,2586,490,485,729,52,52,10,CALM,0,0,29.44,Cloudy,45,16,31
13516,12,14,6,B6,N987JT,SFO,-3,397,2586,560,557,777,54,54,10,SSE,5,0,29.44,Cloudy,35,16,19
13524,12,14,6,AS,N469AS,SFO,7,407,2586,570,577,797,54,54,10,SSE,5,0,29.44,Cloudy,35,16,17
13537,12,14,6,AA,N112AN,SFO,-4,400,2586,660,656,880,55,55,10,ESE,5,0,29.33,Fog,18,22,28
13545,12,14,6,DL,N706TW,SFO,-3,410,2586,685,682,915,55,55,10,ESE,5,0,29.33,Fog,26,21,33
13595,12,14,6,B6,N984JB,SFO,11,404,2586,930,941,1154,52,52,10,S,22,0,29.2,Fog / Windy,28,40,12
13607,12,14,6,DL,N713TW,SFO,9,413,2586,961,970,1194,51,51,10,SSW,20,0,29.22,Light Rain,32,30,17
13614,12,14,6,AA,N113AN,SFO,18,408,2586,980,998,1208,52,52,10,WSW,17,0,29.22,Cloudy,32,30,25
13631,12,14,6,AS,N434AS,SFO,77,410,2586,995,1072,1225,51,51,10,WSW,22,0,29.23,Mostly Cloudy / Windy,22,30,27
